User: USER,Path: C:\Program Files (x86)\BMG\CLARIOstar\User\Data\,Test run no.: 3721
Test name: KC_NO2NO3_SCAN,Date: 9/12/2022,Time: 10:13:18 PM

ID1: drex_3_c2_t6_20220908_1656,
Absorbance


A01
X1 540
0.1358,0.1382
0.137,0.1325

A02
X2 540
0.1343,0.1338
0.133,0.1313

A03
X3 540
0.1403,0.1416
0.1386,0.1375

A04
X4 540
0.14,0.1405
0.1363,0.1357

A05
X5 540
0.1403,0.1399
0.1374,0.1372

A06
X6 540
0.1376,0.1388
0.1391,0.136

A07
X7 540
0.1397,0.1391
0.1391,0.137

A08
X8 540
0.1346,0.1366
0.1415,0.1361

A09
X9 540
0.1392,0.1369
0.1433,0.1348

A10
X10 540
0.0593,0.0593
0.0597,0.0596

A11
X11 540
0.0577,0.0582
0.0592,0.0589

A12
X12 540
0.0584,0.0602
0.06,0.0587

B01
X13 540
0.1561,0.1476
0.1399,0.1359

B02
X14 540
0.1409,0.1399
0.141,0.1352

B03
X15 540
0.1393,0.1391
0.1488,0.1378

B04
X16 540
1.3206,1.3253
1.3388,1.3281

B05
X17 540
1.343,1.338
1.3582,1.3453

B06
X18 540
1.0676,1.0767
1.0828,1.0668

B07
X19 540
2.4927,2.52
2.517,2.5312

B08
X20 540
2.4804,2.4991
2.4742,2.4837

B09
X21 540
2.5289,2.564
2.552,2.5536

B10
X22 540
0.0588,0.0614
0.0585,0.0603

B11
X23 540
0.0593,0.0584
0.0591,0.0585

B12
X24 540
0.06,0.0591
0.0599,0.0585

C01
X25 540
0.138,0.1355
0.1349,0.1333

C02
X26 540
0.1364,0.1349
0.1351,0.1363

C03
X27 540
0.1365,0.1376
0.1363,0.1358

C04
X28 540
0.1421,0.1401
0.1458,0.1447

C05
X29 540
0.1334,0.1314
0.1333,0.1334

C06
X30 540
0.132,0.1292
0.1394,0.134

C07
X31 540
0.137,0.1327
0.1309,0.1269

C08
X32 540
0.1361,0.1297
0.1336,0.1262

C09
X33 540
0.1424,0.1387
0.1349,0.1372

C10
X34 540
0.0596,0.0583
0.0598,0.0598

C11
X35 540
0.0602,0.067
0.0625,0.0624

C12
X36 540
0.0585,0.0577
0.0592,0.0588

D01
X37 540
0.1383,0.135
0.1399,0.1351

D02
X38 540
0.1356,0.1308
0.1329,0.1292

D03
X39 540
0.1375,0.1303
0.1318,0.1343

D04
X40 540
1.1866,1.1873
1.2053,1.1878

D05
X41 540
1.0747,1.076
1.0828,1.0726

D06
X42 540
1.2068,1.3345
0.9245,0.9231

D07
X43 540
2.1488,2.1844
2.1611,2.1715

D08
X44 540
2.1458,2.1653
2.1588,2.166

D09
X45 540
2.1692,2.192
2.1855,2.1842

D10
X46 540
0.069,0.0588
0.0689,0.0595

D11
X47 540
0.0589,0.0576
0.0586,0.0582

D12
X48 540
0.059,0.0587
0.0586,0.0587

E01
X49 540
1.3836,1.3811
1.3936,1.3888

E02
X50 540
1.8792,1.9019
1.8997,1.8897

E03
X51 540
1.8813,1.8824
1.9001,1.8857

E04
X52 540
2.0304,2.0331
2.0385,2.0274

E05
X53 540
2.041,2.0511
2.0595,2.0534

E06
X54 540
1.8067,1.8149
1.8302,1.8143

E07
X55 540
1.849,1.8521
1.8667,1.8607

E08
X56 540
1.9999,2.0114
2.0134,1.9997

E09
X57 540
2.0325,2.0491
2.0629,2.0568

E10
X58 540
0.0696,0.0671
0.0687,0.0682

E11
X59 540
0.0574,0.0577
0.0575,0.0577

E12
X60 540
0.0582,0.0586
0.0586,0.0595

F01
X61 540
0.0589,0.0642
0.0612,0.059

F02
X62 540
0.0624,0.0577
0.0606,0.0595

F03
X63 540
0.0585,0.0592
0.0604,0.0602

F04
X64 540
0.06,0.0593
0.0605,0.0595

F05
X65 540
0.0599,0.058
0.0601,0.0588

F06
X66 540
0.0582,0.0585
0.0582,0.0579

F07
X67 540
0.0586,0.0586
0.06,0.0589

F08
X68 540
0.0586,0.0599
0.0613,0.0583

F09
X69 540
0.0581,0.0582
0.0588,0.0584

F10
X70 540
0.0626,0.061
0.0654,0.0632

F11
X71 540
0.0595,0.0603
0.0585,0.0586

F12
X72 540
0.0582,0.0587
0.0587,0.0585

G01
X73 540
0.0602,0.0582
0.0579,0.0574

G02
X74 540
0.0585,0.0613
0.0583,0.0596

G03
X75 540
0.0586,0.0594
0.0592,0.0588

G04
X76 540
0.0587,0.0594
0.0578,0.0581

G05
X77 540
0.0633,0.0595
0.0572,0.0595

G06
X78 540
0.0595,0.0584
0.0583,0.0587

G07
X79 540
0.0588,0.0586
0.0588,0.0588

G08
X80 540
0.0586,0.0583
0.0588,0.0583

G09
X81 540
0.0599,0.0579
0.0573,0.0579

G10
X82 540
0.0586,0.06
0.0578,0.0593

G11
X83 540
0.0572,0.0613
0.0584,0.0583

G12
X84 540
0.0588,0.0588
0.0593,0.0582

H01
X85 540
0.0589,0.0582
0.0599,0.0589

H02
X86 540
0.067,0.0588
0.0573,0.0589

H03
X87 540
0.0585,0.0578
0.0589,0.0578

H04
X88 540
0.0577,0.0591
0.0585,0.0591

H05
X89 540
0.0581,0.0588
0.0579,0.0587

H06
X90 540
0.0573,0.0584
0.0581,0.0586

H07
X91 540
0.0576,0.0581
0.0575,0.058

H08
X92 540
0.0577,0.0582
0.0576,0.0574

H09
X93 540
0.0574,0.0579
0.0598,0.0577

H10
X94 540
0.0577,0.0583
0.0574,0.0585

H11
X95 540
0.0573,0.0587
0.0581,0.0622

H12
X96 540
0.0585,0.0575
0.0586,0.0581


